analysis_id,brief_description,dimension,paper_text,paper_location,code_text,code_file,code_lines,match_status,explanation
24,Cox proportional hazards model in the post-vaccination cohort modeling age as a restricted cubic spline and plotting estimated log hazard ratios across continuous age.,Parameter Specification,"“Age was modelled using a restricted cubic spline, and estimated log hazard ratios against continuous age were plotted.”[...]“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”[...]“We included a missing category for ethnicity, smoking status and IMD.”","“Age was modelled using a restricted cubic spline, and estimated log hazard ratios against continuous age were plotted.”","knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))[...]surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)[...]age_ref <- 55[...]input <- input %>% filter(input$cov_num_age<=100)[...]input$index_date = input$vax_covid_date2 + 14[...]ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information[...]input$weight <- ifelse(input$patient_id %in% noncase_ids,
                       non_case_inverse_weight, 1)[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)[...]levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)""[...]mutate(cov_cat_smoking_status = replace_na(cov_cat_smoking_status, ""Missing""))",analysis/stage2_model_input_set_up.R[...]analysis/stage2_model_input_set_up.R[...]analysis/figure_log_hr_vs_age.R[...]analysis/figure_log_hr_vs_age.R[...]analysis/stage0_data_cleaning.R[...]analysis/stage2_model_input_set_up.R[...]analysis/stage2_model_input_set_up.R[...]analysis/functions/function_cox_output.R[...]analysis/stage0_data_cleaning.R[...]analysis/stage0_data_cleaning.R,≈70-75[...]≈90-97[...]≈21[...]≈7[...]≈56-66[...]≈20-28[...]≈44-60[...]≈12-20[...]≈156-162[...]≈220-226,match,"The code implements the post‑vaccination cohort start at 14 days after dose two, uses 1:20 sampling with inverse‑probability weights and robust SEs, includes missing categories, and models age via restricted cubic splines while plotting log HR vs age as in the paper. The code also specifies spline knots and a 55‑year reference for plotting, which are additional details but consistent with the paper."
24,Cox proportional hazards model in the post-vaccination cohort modeling age as a restricted cubic spline and plotting estimated log hazard ratios across continuous age.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
    results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,23-32,match,"The paper specifies estimating hazard ratios with 95% confidence intervals. The code computes 95% CIs via confint with level=0.95, matching the paper."
24,Cox proportional hazards model in the post-vaccination cohort modeling age as a restricted cubic spline and plotting estimated log hazard ratios across continuous age.,Coding Specification,"We included a missing category for ethnicity, smoking status and IMD.","We included a missing category for ethnicity, smoking status and IMD","levels(input$cov_cat_imd)[levels(input$cov_cat_imd)==0] <-""0 (missing)""
input$cov_cat_imd <- ordered(input$cov_cat_imd, 
                               levels = c(""1 (most deprived)"",""2"",""3"",""4"",""5 (least deprived)"", ""0 (missing)""))
[...]
input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))
input$cov_cat_smoking_status <- ordered(input$cov_cat_smoking_status, levels = c(""Never smoker"",""Ever smoker"",""Current smoker"",""Missing""))
[...]
input_factor_vars <- input_factor_vars %>% mutate(cov_cat_smoking_status = as.character(cov_cat_smoking_status)) %>%
    mutate(cov_cat_smoking_status = replace_na(cov_cat_smoking_status, ""Missing"")) %>%
    mutate(cov_cat_smoking_status = as.factor(cov_cat_smoking_status))
input_factor_vars$cov_cat_smoking_status <- relevel(input_factor_vars$cov_cat_smoking_status, ref = ""Never smoker"")
[...]
input_factor_vars$cov_cat_ethnicity <- relevel(input_factor_vars$cov_cat_ethnicity, ref = ""White"")",analysis/stage0_data_cleaning.R,"~210-252, ~270-297, ~304-334",mismatch,"The paper states that a missing category is included for ethnicity, smoking status, and IMD, but the code only explicitly creates missing categories for smoking status and IMD; ethnicity is merely releveled to ""White"" with no added missing level. Therefore, the coding specification does not fully match the paper."
25,"Cox proportional hazards model in the primary cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Test Specification,Cox proportional hazards (PH) models,Cox proportional hazards (PH) model,"fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage3_4_model_dev_eval_age_sex.R,39-47,match,"The paper specifies Cox proportional hazards models, and the code fits a Cox model via rms::cph for the age-categorical analysis. Therefore, the test specification matches."
25,"Cox proportional hazards model in the primary cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Variable Specification,"“The outcome was clinically coded long COVID…” [...] “Time to the outcome event was defined as days from participant specific follow-up start date (Supplement, Table S1).” [...] “Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.” [...] “Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”",“The outcome was clinically coded long COVID…”,"surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
[...] 
surv_formula_age_categorical <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+ sub_cat_age_group""
)
[...] 
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"", input$cov_cat_age_group))
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=40 & input$cov_num_age<=59, ""40_59"", input$cov_cat_age_group))
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"", input$cov_cat_age_group))
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=80, ""80_105"", input$cov_cat_age_group))
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)",analysis/stage2_model_input_set_up.R [...] analysis/stage1_define_eligible_population.R,analysis/stage2_model_input_set_up.R: ~96-137 [...] analysis/stage1_define_eligible_population.R: ~194-205,match,"The paper defines the outcome (coded long COVID with time from follow-up start) and specifies categorical age groups compared against 18–39; the code creates those age categories and fits Cox models with Surv(lcovid_surv, lcovid_cens) including sub_cat_age_group. This aligns the outcome and predictor specifications across paper and code."
25,"Cox proportional hazards model in the primary cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Parameter Specification,"“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
[...]
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"",
                                                       ifelse(input$cov_num_age>=40 & input$cov_num_age<=59,""40_59"",
                                                              ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"",
                                                                     ""80_105""))))
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)
[...]
fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage2_model_input_set_up.R [...]; analysis/stage1_define_eligible_population.R [...]; analysis/stage3_4_model_dev_eval_age_sex.R [...],analysis/stage2_model_input_set_up.R: ~86-92 [...]; analysis/stage1_define_eligible_population.R: ~230-240 [...]; analysis/stage3_4_model_dev_eval_age_sex.R: ~43-49,match,"The paper specifies estimating hazard ratios using categorical age groups with 18–39 as the reference. The code creates these age categories, includes them as a categorical predictor in the Cox model, and fits the model accordingly; the reference group is implicitly the first level (18_39)."
25,"Cox proportional hazards model in the primary cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,20-40,match,"The paper specifies reporting hazard ratios with 95% confidence intervals, and the code computes 95% CIs (level=0.95) for model estimates. This inference approach applies to the age-categorical Cox models used for the primary cohort via the shared cox_output2 function."
25,"Cox proportional hazards model in the primary cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Coding Specification,"“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”[...]“Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.”","“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","options(datadist=""dd"", contrasts=c(""contr.treatment"", ""contr.treatment""))[...]input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"",
                                                       ifelse(input$cov_num_age>=40 & input$cov_num_age<=59,""40_59"",
                                                              ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"",
                                                                     ""80_105""))))
  input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)[...]input <- input %>% 
  rename(sub_cat_age_group = ""cov_cat_age_group"")[...]surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)",analysis/stage2_model_input_set_up.R | analysis/stage1_define_eligible_population.R,stage2_model_input_set_up.R: ~64-68; ~117-129; ~150-158 | stage1_define_eligible_population.R: ~174-186,match,"The paper specifies categorical age with 18–39 as the reference group. The code creates a categorical age factor with levels 18_39, 40_59, 60_79, 80_105, uses treatment contrasts (making the first level the reference), and includes this factor in the Cox model."
26,"Cox proportional hazards model in the post-COVID diagnosis cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Test Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model. [...] Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage3_4_model_dev_eval_age_sex.R,44-61,match,"The paper specifies Cox proportional hazards models for estimating hazard ratios. The code fits a Cox model via rms::cph with age entered categorically, consistent with the paper’s test type."
26,"Cox proportional hazards model in the post-COVID diagnosis cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Variable Specification,"“a post-COVID diagnosis cohort, defined regardless of vaccination status, with follow-up start date the first recorded COVID-19 diagnosis and end date the earliest of first record of any long COVID code, death date, or 31 March 2022” [...] “The outcome was clinically coded long COVID… Time to the outcome event was defined as days from participant specific follow-up start date (Supplement, Table S1).” [...] “Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.” [...] “Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","“a post-COVID diagnosis cohort, defined regardless of vaccination status, with follow-up start date the first recorded COVID-19 diagnosis and end date the earliest of first record of any long COVID code, death date, or 31 March 2022”","if(analysis == ""infected""){
  input <- read_rds(""output/input_stage1_infected.rds"")
}
[...] 
surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
[...] 
fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...] 
input$cov_cat_age_group <- """"
input$cov_cat_age_group <- ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"", input$cov_cat_age_group)
input$cov_cat_age_group <- ifelse(input$cov_num_age>=40 & input$cov_num_age<=59, ""40_59"", input$cov_cat_age_group)
input$cov_cat_age_group <- ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"", input$cov_cat_age_group)
input$cov_cat_age_group <- ifelse(input$cov_num_age>=80, ""80_105"", input$cov_cat_age_group)
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)
[...] 
if(cohort == ""infected""){
  # select people who were infected during the study period
  input <- input %>% filter(!is.na(out_covid_date) &out_covid_date>= index_date & out_covid_date <= cohort_end_date)
  # reset index date to be the date of covid infection
  input$index_date = input$out_covid_date
}
[...] 
input_select$lcovid_surv<- as.numeric(input_select$fup_end_date - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens = ifelse((out_first_long_covid_date <= fup_end_date & 
                                                                  out_first_long_covid_date >= index_date &
                                                                  !is.na(out_first_long_covid_date)), 1, 0))",analysis/stage2_model_input_set_up.R [...] analysis/stage3_4_model_dev_eval_age_sex.R [...] analysis/stage0_data_cleaning.R [...] analysis/stage1_define_eligible_population.R,"analysis/stage2_model_input_set_up.R: ~33-40, ~96-104 [...] analysis/stage3_4_model_dev_eval_age_sex.R: ~39-47 [...] analysis/stage0_data_cleaning.R: ~250-263, ~84-92 [...] analysis/stage1_define_eligible_population.R: ~210-231",match,"The paper specifies the infected (post‑COVID diagnosis) cohort, the coded long COVID outcome with time from cohort start, and age categories used for hazard ratios. The code fits a Cox model in the infected cohort with Surv(lcovid_surv, lcovid_cens) and age as categorical (sub_cat_age_group), including sex, and constructs age groups and follow-up as described."
26,"Cox proportional hazards model in the post-COVID diagnosis cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Parameter Specification,"“Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.”[...]“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”","“Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.”","if(analysis == ""infected""){
  input <- read_rds(""output/input_stage1_infected.rds"")
}
[...]ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information
cases <- input %>% filter(lcovid_cens==1)
non_cases <- input %>% filter(!patient_id %in% cases$patient_id)
if(nrow(cases)*ratio_non_cases_to_cases < nrow(non_cases)){
  non_cases <- non_cases[sample(1:nrow(non_cases), nrow(cases)*ratio_non_cases_to_cases,replace=FALSE), ]
}else if (nrow(cases)*ratio_non_cases_to_cases >= nrow(non_cases)){
  non_cases=non_cases
}
non_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)
input <- bind_rows(cases,non_cases)
noncase_ids <- unique(non_cases$patient_id)
input$weight <-1
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                       non_case_inverse_weight, 1)
[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])
[...]surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...]input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"", input$cov_cat_age_group))
input$cov_cat_age_group <- ifelse(input$cov_num_age>=40 & input$cov_num_age<=59, ""40_59"", input$cov_cat_age_group)
input$cov_cat_age_group <- ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"", input$cov_cat_age_group)
input$cov_cat_age_group <- ifelse(input$cov_num_age>=80, ""80_105"", input$cov_cat_age_group)
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)",analysis/stage2_model_input_set_up.R; analysis/functions/function_cox_output.R; analysis/stage3_4_model_dev_eval_age_sex.R; analysis/stage1_define_eligible_population.R,"stage2_model_input_set_up.R: ~23-34, 43-63, 94-101; functions/function_cox_output.R: ~9-17, 22-27; stage3_4_model_dev_eval_age_sex.R: ~33-45, 56-64; stage1_define_eligible_population.R: ~145-153",match,"The paper specifies categorical age groups, 1:20 case-control sampling with inverse probability weighting, and robust SEs; the code implements the infected cohort, samples non-cases at 1:20, assigns weights, uses robust covariance, defines the same age groups, and fits Cox models with categorical age."
26,"Cox proportional hazards model in the post-COVID diagnosis cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","fit_cox_model_full_categorical <-rms::cph(formula= as.formula(surv_formula_age_categorical),
                                     data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
which_model = ""full_model_categorical"" # this is a fully adjusted model, but put it in this script for convenience
output_file = paste0(""output/review/model/HR_"", which_model, ""_"", analysis) 
cox_output2(fit_cox_model_full_categorical, which_model, output_file, save_output = TRUE)
[...]
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/stage3_4_model_dev_eval_age_sex.R ; analysis/functions/function_cox_output.R,stage3_4_model_dev_eval_age_sex.R: ~33-60 ; function_cox_output.R: ~24-35,match,"The paper specifies reporting hazard ratios with 95% confidence intervals, and the code computes 95% CIs (level=0.95) for the categorical-age Cox models in the post-COVID cohort. Thus, the inference specification matches."
26,"Cox proportional hazards model in the post-COVID diagnosis cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Coding Specification,"Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.[...]Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.","Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 y","## redefine age group
input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"",
                                                       ifelse(input$cov_num_age>=40 & input$cov_num_age<=59,""40_59"",
                                                              ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"",
                                                                     ""80_105""))))
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)
[...]
input <- input %>% 
  rename(sub_cat_age_group = ""cov_cat_age_group"")
[...]
dd <<- datadist(input) #
options(datadist=""dd"", contrasts=c(""contr.treatment"", ""contr.treatment"")) #
[...]
surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
[...]
fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage1_define_eligible_population.R; analysis/stage2_model_input_set_up.R; analysis/stage3_4_model_dev_eval_age_sex.R,"analysis/stage1_define_eligible_population.R: ~170-178; analysis/stage2_model_input_set_up.R: ~60-65, ~100-110, ~150-156; analysis/stage3_4_model_dev_eval_age_sex.R: ~36-47",match,"The paper codes age in four categories with 18–39 as the reference for hazard ratios. The code creates those categorical age groups as a factor, uses treatment contrasts (reference = first level), and fits models including sub_cat_age_group."
27,"Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Test Specification,"“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.”[...]“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.”","fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...]fit_cox_model_full_categorical <-rms::cph(formula= as.formula(surv_formula_age_categorical),
                                     data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage3_4_model_dev_eval_age_sex.R,46-66,match,"The paper specifies Cox proportional hazards models and categorical age for this analysis, and the code fits Cox models (rms::cph) with age categorical formulas. These are consistent."
27,"Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for age categories (40–59, 60–79, 80–105 vs 18–39 reference) for time to coded long COVID.",Variable Specification,"“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.” [...] “Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.” [...] “The outcome was clinically coded long COVID, constructed from the date of the first record of any of the 15 UK SNOMED-CT codes for long COVID … Time to the outcome event was defined as days from participant specific follow-up start date (Supplement, Table S1).” [...] “a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022.”","“Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","if(analysis == ""all_vax_c""){
  input <- read_rds(""output/input_stage1_all.rds"")
  input <- input %>% dplyr::select(-lcovid_surv, -lcovid_cens) %>%
    dplyr::rename(lcovid_surv = lcovid_surv_vax_c, lcovid_cens = lcovid_cens_vax_c)
}
[...] surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)
[...] fit_cox_model_categorical <-rms::cph(formula= as.formula(surv_formula_age_cat_sex),
                                data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...] input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                          out_first_long_covid_date >= index_date &
                                                                          !is.na(out_first_long_covid_date)), 1, 0))
[...] input <- input %>% mutate(cov_cat_age_group = ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"",
                                                       ifelse(input$cov_num_age>=40 & input$cov_num_age<=59,""40_59"",
                                                              ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"",
                                                                     ""80_105""))))
input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)",analysis/stage2_model_input_set_up.R | analysis/stage3_4_model_dev_eval_age_sex.R | analysis/stage1_define_eligible_population.R,"analysis/stage2_model_input_set_up.R: ~28-38, ~84-92 | analysis/stage3_4_model_dev_eval_age_sex.R: ~40-47 | analysis/stage1_define_eligible_population.R: ~197-210, ~134-142",match,"The paper specifies coded long COVID as the outcome, time from cohort start, a pre‑vaccination cohort censored at first vaccine, and age as categorical (18–39 reference). The code implements Surv(lcovid_surv, lcovid_cens) with pre‑vaccination censoring, defines the same age groups, and fits a Cox model including sub_cat_age_group."
